Title ID	Region	Name	PKG direct link	Content ID	File Size
CUSA06646	US	Outlast 2 Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA06646_00/1/f_8734fddb9c487814de28d19e69a2d0a36e5a8e231deae89d7398c7149e17078a/f/UP2113-CUSA06646_00-OUTLAST2DEMO0000.json	UP2113-CUSA06646_00-OUTLAST2DEMO0000	
CUSA06596	US	GRAVITY RUSH™ 2 DEMO	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA06596_00/2/f_b882f628e313976fde3cb0473fdf796921793d3b740dfaa50d6e0e0fcb63c72e/f/UP9000-CUSA06596_00-GRAVITYDZDEMO000.json	UP9000-CUSA06596_00-GRAVITYDZDEMO000	
CUSA06016	US	WORLD OF FINAL FANTASY Dungeon Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA06016_00/2/f_899feea96752d9bb99394d1b12aa5ac73c8fb23cf95f8590a4517b4f75b07434/f/UP0082-CUSA06016_00-WORLDOFFFPS40000.json	UP0082-CUSA06016_00-WORLDOFFFPS40000	
CUSA06092	US	Pro Evolution Soccer 2017 DEMO	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA06092_00/1/f_01b7438cc891bcfe196f0fcf39a989d9897c69814e4ef716de217a27024b6d47/f/UP0101-CUSA06092_00-PES2017DEMO00000.json	UP0101-CUSA06092_00-PES2017DEMO00000	
CUSA05892	US	Nioh Beta Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA05892_00/2/f_e74da19c8af069016039e6a36edb6ad005c81b2b5f5d829d0eead325f9fbce03/f/UP4108-CUSA05892_00-NIOHBETADEMO0000.json	UP4108-CUSA05892_00-NIOHBETADEMO0000	
CUSA05550	US	FIFA 17 DEMO	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA05550_00/2/f_ba46d2ce6c4bdff2d94bd392679160303135d9849a63a1430c388068557d8048/f/UP0006-CUSA05550_00-FIFA2017DEMOGAME.json	UP0006-CUSA05550_00-FIFA2017DEMOGAME	
CUSA05657	US	DOOM Demo	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA05657_00/5/f_7a16281c3ef55b4a9d7dd01100a15120b802dc5e26db6e60c188fc5ece858ff4/f/UP1003-CUSA05657_00-DOOMSINGLEPLAYER.json	UP1003-CUSA05657_00-DOOMSINGLEPLAYER	
CUSA05094	US	Odin Sphere Leifthrasir DEMO	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA05094_00/1/f_190221b06a0ac6e7d7e4aab19c46ff19c7348c3285f9300276aa5ce86d4c149b/f/UP0177-CUSA05094_00-ODINSPHERELEDEM0.json	UP0177-CUSA05094_00-ODINSPHERELEDEM0	
CUSA05106	US	ONE PIECE BURNING BLOOD - DEMO	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA05106_00/2/f_d84522fa3f72ff444ff94068042e1919498dfec3072c413d444443a6807fcbc2/f/UP0700-CUSA05106_00-ONEPIECEBBTRIAL0.json	UP0700-CUSA05106_00-ONEPIECEBBTRIAL0	
CUSA14343	JP	フリーダムプラネット【体験版】	http://gs2.ww.prod.dl.playstation.net/gs2/appkgo/prod/CUSA14343_00/1/f_09aec8aebbd8f047e9ffbe6f5473afc278fc6aa7f2a0c72875a6142d9a3eaf79/f/JP0507-CUSA14343_00-FREEDOMPLN000001.json	JP0507-CUSA14343_00-FREEDOMPLN000001	
