Title ID	Region	Name	PKG direct link	Content ID	Last Modification Date	RAP	Download .RAP file	File Size	SHA256
NPEA00094	EU	Flowery Avatar	http://zeus.dl.playstation.net/cdn/EP9000/NPEA00094_00/kFiRfovDqPNfyjaCdZyvLOzKoZDCdTkrFGEfPXuYFXuioycykoOYcHmzcxVfwpDQ.pkg	EP9000-NPEA00094_00-UAFLOWERTROPHYJP	2021-04-23 20:02:37			102400	
NPEA00094	EU	Flower Avatar	http://zeus.dl.playstation.net/cdn/EP9000/NPEA00094_00/bKWGytiYKKkHwuvyBicnwxMIicplfdJTImNtoznQoJoTffCYmrFNntDUJApjprzM.pkg	EP9000-NPEA00094_00-UAFLOWERTROPHY00	2021-04-23 20:02:37			102400	
NPEB00325	EU	Swords & Soldiers Chief Redbeard Avatar	http://zeus.dl.playstation.net/cdn/EP4142/NPEB00325_00/TIaHOCqVLuOaVBXLTkjyzztxoNKkQZEdxncSJtNXESqHQmaUrOTvlDJsKDCYbfNx.pkg	EP4142-NPEB00325_00-AVFIRSTPLA000016	2020-01-05 13:22:15			102400	
NPEB00325	EU	Landit Bandit Lander Avatar	http://zeus.dl.playstation.net/cdn/EP4142/NPEB00325_00/7JiVxLCgfxV7QWTcCYQCCB1MHMMJaV2D6PBGB55NtF4N1G7DHixGnUcsv2heGbUB.pkg	EP4142-NPEB00325_00-AVFIRSTPLA000005	2020-01-05 13:22:15			102400	
NPEB00325	EU	Swords & Soldiers Frosthammer Avatar	http://zeus.dl.playstation.net/cdn/EP4142/NPEB00325_00/ZuxHdaQgbkjbWYHdtqbqOzCVXEPtUcVSGZXFyaGAUyzGeqNAoWDeJlKyLiJMkkil.pkg	EP4142-NPEB00325_00-AVFIRSTPLA000015	2020-01-05 13:22:15			102400	
NPEB00325	EU	Landit Bandit Female Avatar	http://zeus.dl.playstation.net/cdn/EP4142/NPEB00325_00/ls1WUSlHL54fFj9e8Pd1g26KL6O3NrnMTFSOBSfuU0fM5mUWHrigPPfuK4kmuoY2.pkg	EP4142-NPEB00325_00-AVFIRSTPLA000004	2020-01-05 13:22:15			102400	
NPEB00325	EU	Swords & Soldiers Rocketeer Avatar	http://zeus.dl.playstation.net/cdn/EP4142/NPEB00325_00/kUFwOGfEgWECosBkaEXNWXTzjTGjfaQPOKBLGEXaZEpQOFbDniNAsNKcKBzwkIqj.pkg	EP4142-NPEB00325_00-AVFIRSTPLA000011	2020-01-05 13:22:15			102400	
NPEB00325	EU	Swords & Soldiers Berserker Avatar	http://zeus.dl.playstation.net/cdn/EP4142/NPEB00325_00/CtbMsNXZmCZEbGCahrVgtcjGHrQyYjRzDdKkrVsRrcPGHGWwSTvrXMarsOybYING.pkg	EP4142-NPEB00325_00-AVFIRSTPLA000013	2020-01-05 13:22:15			102400	
BCES00818	EU	MAG - S.V.E.R. Badge	http://zeus.dl.playstation.net/cdn/EP9000/BCES00818_00/xBPfVMFOg7A72VyOxMiO2iLXWTUgV1Ss0s9tiDjF4DUWwyIJ8mKnykjuboVBfA3YfQa9teIpIsTLbIXV36b8kNu4DwbVq1uFMrtNj.pkg	EP9000-BCES00818_00-AVAMAGSVERBADGE1	2021-04-23 20:08:56			136928	
BCES00818	EU	MAG - Valor Badge	http://zeus.dl.playstation.net/cdn/EP9000/BCES00818_00/D4E7Eau10QfaLcjF2mpRKjDtORBQ01vsIdbM2mVhWIEX076BMuDOMFPfjpTuMjBHh1CEela6TpwFHG70qwVqqYGyyDFn75h3xJTT9.pkg	EP9000-BCES00818_00-AVAMAGVALORBADGE	2021-04-23 20:08:56			102400	
