Title ID	Region	Name	PKG direct link	zRIF	Content ID	Last Modification Date	File Size	SHA256
NPPA00247	JP	Setp Seq [Unity]	http://zeus.dl.playstation.net/psm/np/NPPA/NPPA00247_00_57F6C27E/1.00/NPPA00247_00.pkg	KO5ifR1dQ3IKmI1FnCTg5WtoYWGs6xcQALTVyMQc5H4DNDCY4sOt5NG0WK+D6b1H/vS3r7i97OQp8XtbraR3+VbMKVb2SZ50XyliVfMe9hvT5ySVHdR4VbnL1tgtyuUl6xuJjS/t50Tcn9BcNKsxas5x8TcTBEOVuQ4cj7RpZrq0MDfl8asXKkuduj+WMj15MolhxcTWxW0KDWVMG3sfZsw6anrBLlhcZulu/fNnd56/Xh9yUPHAWZsCXY8vZhb2AU1Lv/XHnp7DaDs9jaN4Gz/7aStNtYb9/fFbAt5yCfoZ3/o+mdtXetWax9b/Pgq/le5s6Wr3eD/v8vwpmnc/zbna+SZ5/SyTp7c0/17iq5PaJxEQwcOf++SbU6ye+5vji600Xp2oCzBpuL7pzcX6ritvbrJVfFxkc+/Q3y1JnAXzV+rwmEmHlAWXTFr+5WtIy/7dmyd+VY2zuFBw/t3ugjmuZg8znJ8WxnLut/v5K2hSypbXuxZeF+E7w8kzS/equLH5/fY+saT00yrHE7bl/ZXMOaLFuZgtRq3jjMKdwmvSE73/r3V93mDI3W358XqH51wJ6+/7l+bK+N7tSAhjULtjzD1zKpumiJ9s/WtVnyNTDnncbj/556AIdzh3x5VNuzIOPnALkJPlN5HbxeD0kyPEN2Pn7t684wHlmXuae0tKDNbO0c/Ztlb/a3paa17K1rNvIhP7Xlk9+nq98SrPxGNRpiV/9NYIfbeySlyvXvWtZkvbjINChzfWH1jV6LdThJlhhAMAMOYLRgAA	JM1883-NPPA00247_00-0000000000000000		33168816	
NPNA00119	US	Runner	http://zeus.dl.playstation.net/psm/np/NPNA/NPNA00119_00_EC37FD71/1.00/NPNA00119_00.pkg	KO5ifR1dQ3IKmI1FnCQQ6mtgaGGs6xfgB7TV0NAS5H4DNDCY4uOy5AclsSdfPnWsFwpcavS7YcpBpcPVjHlxjhlW52JiLsmqXnu4/PzhP6cX/p+w9D3/o7nzpK9mxU+M8hU5+WZ/xf2frVtbRNPjtiryXHzyJbw3/pLN/4taF9+Gii8IFzNJqZeP+GNU+1i/xnzt/6ICswUHXcXfFu78y7fn9B2ZTV+a021fsd9yzlxcurTnyErLpxk8XrOnazw59T2FN7JbYxu384uGC7ni96IerOz8dGqLE09Dwenq65/UJniYBgec1rJP27UiUO3y1ayQho2PZtozPpg1N1clhbu34/08j1zpdUs8DO+bMXKJ1lZ1rMyR4pgtOkN9/eq767r38UwRPbyS7dCHX1f3djf6bmW1sXo6jeHtZV5Ziy0LRc+/E1p1dNfG+/f3TDa6PCtsarbF7fKbE1Y/8ZM7vuKv9oQNRTNtU2ZvvLTpQfev21piF3fP6ZO2L3JUC7ad2nJ9wwcXvwPsysxP/5uuOaA8sWnBV9HXm2s1skLiH+yIfn55CW/9rhcnYvd+nXVF5bnU09P625Lusy9aMzNC6OPK6ccM+K8v2tDP0CiV9GHnbsM5/je5zr7O1WV/pPDz2lY+zkk7t29fPE+01f6yzPq/T2ddPZe3MdSDy3xV5Xu90y+Us5YV1QU3tObzVhwJ7/Y5nbGjdEbooelHHC/GHhYOn2Z7Z5MbY62UjNFOkV+qlwtsdNn7/9vNLMrzqPwofCV1TiTDCAcA3NUTYgAA	UM0183-NPNA00119_00-0000000000000000		3617728	
NPOA00140	EU	Sola Weather	http://zeus.dl.playstation.net/psm/np/NPOA/NPOA00140_00_CFF4B273/1.04/NPOA00140_00.pkg	KO5ifR1dQ3IKmI1FnCTg6mtgaGiq6xfgD7TV0ATsfgM0MJjiYwPrmoMHb1Zx2t4KX+BUfDaieMpHy6xthz9pPDx0WWfeY6EtKlv3mot9eKnd4bXdbcmltRfWcX65ZHh+dVXJuYlu//LPVTzW+HHyXOjFQy8FXNdmTW4XfrdE3D9G/aBa4JIFNiw/fbdlp3idWe9onXr+yi3mSf//qT0teTDF0FrW84b9D9mfbF+ZdXzu6b27ZSs8t8Fk+w41P760nYv9FHU/HFPNm3bCd2c974+/3VrzTs+6u/nY2QmR90+x6+T6RH9lqtLsqq5gOheX7Py6a6OPa2yO3yy/chPpsEuHn5eIWZ+OYt9+WDXt5B61SRoLin8+ymNvXDB5moH+pVnbl97QMU0Qmbmr2u3JjzdqJ6wMu56ccgopeXVy9TZ2bV+5sugQ+ajJr42+xhgnyHFJqkT4hHGFXmfRvvXG7YOhJ79M9rbZvEn8fYvXt7kVFn//leok4Px75Yf4cOm07d5dk88Iah5PfMHrFDAnaomiwt7W3Vtl9zdObdeQ3j1n6+x55xuNzE9rLzJ+v+ZObxBbmXYNU9emvANHTzJLM8szrZovfTdfLHPRuozlnsk87FsyfnpNzpl25SfX3kt8tYqHhVpXWl+fPqmm8P+5A60f2DevXpU9KW9d7pYS890ORSuYhfJNhKbU7p3+zusG968i5eUaK6XnhJz/yCiz1WuHz/a4xk/LJ7xb5388ZM0Rt+bdwgevbr+24edhk3ZPe2eGEQ4A6a0IEQAA	EM0115-NPOA00140_00-0000000000000000		16996992	
NPNA00116	US	MapCache Offline Maps	http://zeus.dl.playstation.net/psm/np/NPNA/NPNA00116_00_1F098EEC/1.30/NPNA00116_00.pkg	KO5ifR1dQ3IKmI1FnCQQ6mtgaGqg6xfgB7TV0NAM5H4DNDCY4uNhe9zWyRkB7j1tuw6u/Wn+Nv81szpzp8Q71o02i4p58y9Lh7ecu7Cre4/j77dK3tmCVxSMAnpvntTj2PVpRp/xZu1rai5NPT0rNLfPPHbNcf69B2I9yqlatzjy9jAZNClPu3dlwVYe3SoR1nP7n/xd6yPidNYneN/1u866110yrFfMkGjd3H8kuWPifm/7JT+ST+wK6XJPPBajPzku9Szz+nceD6xPK8gvcS3/58Sq8c6JucXQtkZyxVLpjydEhO1Ymi+ft7feXyXU9Eu+NDbRTeBaaW5irRjTs8U3U85rl35Vfyaq8/Ov7Pmnyjr5t0vdeF7Mv9YR2NwR1Lvp6K3CvG7RiY7Z2lt/MBYG23aHBMxPPLLxtOisPZf2aOx4upNl/1PWqNhHs+fbTni1u2rZD77vh4w+xTIbfnxplW6p71xX0Ghz93zaJEmnzQ5ps/n7NgitZD2645P9DNfru06nPJ7l9Sk779HWnEPND+W2B5p8Lc470FuT/3fXh4CF+1488JPRn9ITpzi5Xs1d9QzT9s0LFq0IUOGQ+ubAWh3kFbViir7fpTNnmZU6BIV3eLfGHne5et9mlT6PfWz7ngbWjC1Sjazy37eKCr/NePhBbramufyc77dvmVnJp+56aHKiaqZMQ60ul/5RocJbeRzbhN5k/sm+ucFu6mJJg8OnPNoVb//mXFwdz3Y3MLrkTlQBd8CVux/7N2zexzDCAQC+kgUZ	UM0150-NPNA00116_00-0000000000000000		2586608	
NPOA00285	EU	Saviour Sammie [Unity]	http://zeus.dl.playstation.net/psm/np/NPOA/NPOA00285_00_DE8F7196/1.02/NPOA00285_00.pkg	KO5ifR1dQ3IKmI1FnCTg6mtoaWGg6xfgD7TVyMIU5H4DNDCY4mPis4dJ0jPu6hZU+keYfz+2ZWNNXVoix8M5c4Um6at9StFd1LPNcm1E0vlmnRNW3IqxgUXsv258ssmZfemFoKBBsarnU6Xy8AZ9jozzAfmPIh0OtThdMs55/GraEv9vF44m3HOvCtOUSVz7cYvs9iXOM2J8jpyLMVu7LXPB2wP8wgf/8H2JMU1i3aXD+U3zBcsaEaegL+eXOhXpin9SvDuFc/W8ySqz/X1/7Etn2G3W4hShaK7uMOdioU7jg1PprpmHtSwn5c3n2/V7d2xzTNQlkZvaU/jmdV9yXnd8893eHXwPguZVKJ2Tn9ajIb9dWWntjvnuTF/Xe7crizlO+fI8TX3ZDfVWqfvLWaq3qIfzVDrUnmicPd93abvI0dd3JT5fnaa8TdZa+dbW2/5Bnq+177256SdfVPTZRdvAwctV8Yvc19pLYpl3XjnkdyyTri/7+k/7WsiyN9m6t6r4TmtWMvDzPWDde1LwR5327KNsvYUr7PgW+J+oWVoeMkfg9p61j4/tD927bs/J4pkv/re9LFyt1Puur2OHWgLvzy6egklPp89M2//YXnqvyASWRJEzAnoiIdFreqw/XS66eSjXab5KdtmC2bm7pjoE3trdtsygmmNz5fOrXzWsL21fryS/Prw++dX/qqLAjtInah5rbgq+f3H2eWjXxzKRWr6d4g9k/h2c+8dFoGjh2dmZa+Xr/Nv6PpZ/yzVdrsIwwgEAcWQInwAA	EM1980-NPOA00285_00-0000000000000000		117593440	
NPPA00194	JP	Neck Strike [Unity]	http://zeus.dl.playstation.net/psm/np/NPPA/NPPA00194_00_5EBF02A0/1.00/NPPA00194_00.pkg	KO5ifR1dQ3IKmI1FnCTg5Qt0vomuX0AA0FZDSxOQ+w3QwGCKjwCHye/uT3YxFGkv1Hqzkm3KVFG/raU6W9xtRMqivZ02iW4/fmDTTv9L2kkv3NaXry74aqB2dfKcOr6qAsfilOrcz1+8ey7O3bv0mth//Rdb9sb8Cc/bdavwcGGvwq2Q93Gqi/e/KfyyZOXO4xzWG5KLtj0Uu1hiYV30X2aVZuTivQrBdQ3XEhLtA33SfxR9Uze5YsU//8c7hhI/Ze69a+4fXeBmF/EskG33q7NcZds/5fN7GaZtObi9/UUYe6Cgw8s/uuy8JRu6Xxsq/pDM+ODNePca28wFeWVuboZpgtn1blNcdNz9rU7srnqbHd767eyF1TIm/X+E2zZw6dSKyzypuPno4/XS3/w1rl5Vp085VkT1myxLuf5vkQVXUPvWQp+d2fZrD5VtPW/A2MJtESDaWqjhs971skukUr592Vz137dseeO9b7EkpCX8Fzuwa/MyUz0WhfKC0zcNtXQmL+lKYRHhX9n77/33LdqNHfFrXTn9LDcGaF+uLF5QlXbl322PyqufPB5mX/ry1NPTY/3J63dDWmP/aCSd0QlhTiyNTtDgKmNKPhxb+PtIdOCmAz/DD7DVxs5NanbWOfIjkr91O9eFP/tckvVlTz15tHxqcM7HkwHG9yz+FD9q1xYUPrnfKzhagdt5WXP9zF92CpG1v0qlYipOlK2y6DG3+Jm+c+eLZg79VecYnVWEVrzcv182x1jbK2bdTIYRDgCXFAOG	JM0304-NPPA00194_00-0000000000000000		51135392	
NPNA00252	US	Mussoumano Saving Latifas [Unity]	http://zeus.dl.playstation.net/psm/np/NPNA/NPNA00252_00_E27E8D5B/1.00/NPNA00252_00.pkg	KO5ifR1dQ3IKmI1FnCQQ6mtsZmCh6xfgB7TVyNQI5H4DNDCY4qM2TSHzaIhmhXNOd3O9UT3Dh/kmFRyhAldaL/9VTDR49qLr6OnWxIAwlt+i5pxdMlaiB7aobWRf4/Fl2oc3PZfzRC8kRefl+b6JsDq75XtrtoT3JCeRM6vF8uT0Xknz3jLo5H57fNvuFd2ZawIa5V9OFY3irZbIXK9eXpUpF7Q+hO+qv/STmiNpvSJPOYIM2X4LMATmxeS179kS84hTYWGr+9mU06qvd9+6tct/k5Zy90uOKBfWI6Fhrjc2LXi1auW6dF2VHeKZaT8Oq/DMTXj7IVjX7Ovzg+fLT3E+1F18qb9E/rV2QMT+V+Kce3/o75Ssb9ufNPeLsnRbxC2O1b8ypjIVT+Kv7Jl+/4NW+xeusF+m7zxfxHrX6S4TsnlyMfbaZ963x8qEmicZbbqbdb6AMbplhopd2pW5i/vvKoRHGbyLUFn0+vOX2uubFdf4N0+x2MN5wYPr/WTXx7J3BTfz8q8+7NFY7iwpuia7cZPp0x7lqvUbXq8Lelr4fZa8YD/r4lkxG3O9k/5WvDs/f4Zq3Z7TvgFOUd7KDPWf7C5a8/wO3x/y6/7L3xouXlOua0me//g/3vSDZBNbT2jNVcnSJ7wPd/R3PbmoV376wxSLTTcVL2XfmxkZzv185b/ESWIa+/z5tDnOyTAl3rU9tfbgloDqnZPtzh8ru+sktIu3bvZRp00Gcsbsp3LjqnuZOgv9Uk1e6BsZTtzLMMIBAB0ZAxIA	UM3608-NPNA00252_00-0000000000000000		99494816	
NPNA00220	US	Galactic Junk [Unity]	http://zeus.dl.playstation.net/psm/np/NPNA/NPNA00220_00_8715743D/1.04/NPNA00220_00.pkg	KO5ifR1dQ3IKmI1FnCQQ6mtsZmSu6xfgB7TVyAjsfgM0MJjiw3LrlYyl4cFbDCPEIrpuz/moVHr45sZrDF5Npx8aaUR3iU5bppGh2WPXfnblwqXVd0vfpZvw/PtVd2NC7NW0ru79Zr1pU1R11O88Lr+30eNndJFLtMeJDcL3vjraJey/sOpwnlRI759+gcuNWcrHN71t2Jz/z7g8UrNEqtpM1KXo7YVXas22S99FaXH9P/B89bRLy43EJs/6KsigoZ986MdVeb7Q8OT4ZX65mpJLxOIE29VlWDs6ju+T4mP1Onck013U8qFMn8PVMFGfOw8mir7giFJ7eodnqyZTQFiV7YxzxUGG+RW+1//VrX57b9OjVzdCO+7cXZklP0NtZv3Vr+rm1wQWNp3omV3Rp+Cba+V/dH+LQHs528PAVLWkTSdTNzmfiBPk84rZlbn4Svh6pZWaaTuOK7qmW+gJPXIQu3NGf88zPuabW3dx7nJ54XM2etXPql0PRflVVkzndzlVZXD5y+qjFp2fw8qftXHc3hqZ4bDrSNPSnzw3PG4+dy6YZZLfljjtU4Ab/8YFWv9n3nqfF/Nyj9Efp6lJlkw3rE69+i/z9PaX/rYZMYp7w+3+eb9M/PvMnXvfguLf/pPP7Lc+7rp831Hb51+/iU7Ze6Nwoo6cpcKPIhbP78ez/q2cZzRT9v6yiwa7ZUR9Tu+/N83ud00sr+BElp7LG7Mzo8Tef3i21XvdDBG3W68n54pJnHbMWnZ5+93OF7tanzCMcAAA8rYO6AAA	UM3627-NPNA00220_00-0000000000000000		113222736	
NPNA00286	US	Grid Survivor [Unity]	http://zeus.dl.playstation.net/psm/np/NPNA/NPNA00286_00_26675097/1.00/NPNA00286_00.pkg	KO5ifR1dQ3IKmI1FnCQQ6mtsYWiu6xfgB7TVyMIM5H4DNDCY4mPNQu6X9u+SLusbcuQGC50ui9tW+nvTtf5tfxc7WHcurGf6IpiWxXuN/ez5PcX88TdKHb9zW2632/Twjpf4Oon2Lb/Fzx5eJNX633tnf0V+5OzjnkFhGslrt82+7/6QN1d/yb8Zyb9mX1Z7fH3aw9C55gLbXn7+82LTvBOzdi3fvfiEwIVLX323bqwJcOGe7Xb6lfGCkvd/bs/6+mm9ZPRkxn0HKlbw+69U25L0N1tBbHeOTd6dpPPqLU45cZPKL27g/8cm5lK38X++/qlN69rYH7w4/7L8wy5ulwXFs7Tj510xexx6iL8r4HVNaE6D8DeZK8ZJOmZnrss8O7jFvs7Ng7PP4RHzkRkZmW0rPD0S7j+4ePcC23IV02T7pTGZj+fV+HeIiCV2P/RSFUmO490R5Vx1r2HmKcuDk4qqT5TaX5d9lOm3e5bmtW1HS376rn7Mbrmm5d7twEst6UEFl5jvSE3sFuiw/dnQbmnaGyYfa5xw8UE4z6bkXMOt01S+TKqcmOOwbJ/F9NkzuRM0Y80eN5561H5nidMujhdGrRMbfvKYHHCueLOV88Ch3Uv+TXURWbfyPrPowi/pfzc0TKp95J337drBlTkn+z9InzXxuxXH8XpJeNulPeJ/E+8vEl9h0qH1MrXzyv2UjVoBPM3VE7f/t7b4aRQfVMyRm22+M0Jf3fyg97E/0quYI6V0yjOTzyoI/jxlyaG0904jwwgHAMD9EOEA	UM3817-NPNA00286_00-0000000000000000		188313296	
NPOA00111	EU	brg	http://zeus.dl.playstation.net/psm/np/NPOA/NPOA00111_00_AF0A5637/1.00/NPOA00111_00.pkg	KO5ifR1dQ3IKmI1FnCTg6mtgaGSg6xfgD7TV0NAQ5H4DNDCY4uPP9UPLA69c93rVZFvXm/p1d2Aaq3i72bW0+v1Snol8VSwblJRKFk0v+fGC/emB48oiv8xy1i0zNbsq1bUxuc68jpFZ7mBOVJbX7d7LIh8+e377bLUpU2Jh//NHDHuXflCWufDrguuX3V0+c/tDtf1kriY0l+qvzVvLYuyVtP3eO8/C+d/uXD4x2eSmqePVtJSOxzrTdtgc0n/gvTrvWf4bUU31lsiL/Q+sE11mp24T3bLv3WZ7Fgbl4/cjNsj+SFv7d9uR0oy3s/JiTt0qUs12z+s8dr72bNDs1Tviqrfv/XP9ubXcjRDN91YbZl6sZvzwr1f+/myHBQlTvsRUtcvcCG2oyXhRu/FHcc8iT2ENrY+NbHLzfshUbnNUfbo61XrvkcoHRpv/smhaalxcGn9pxt3Xa75sfLTuSEvope9HLxVo7tN52W9m8ehD9HtWT7kU5rZw/0sr3M9cqXuWefT0WibulbaPFFhW7pO6z5x67uzl6DiB891lR7r75EOq5Otfz895+Eqn0nbe6WcWDr7lZunB1xtzmTNay9ZXGIntzmhiuzk/5GjBAfftf7+tvdbC6qN7MySk5eWjiKcPBHWcks6t+P9Fcon12yW3tDeuPXt2XaxQuIxrwPLyv3lWffeSMjxDThx99Hvd++2PtywzuHCVk7G5uH17WU2u/I5b1Veun/v1qLVn7w0+I2W14mt/5tbJ/rfLXTdV+6MNwwgHAExhGMQA	EM0120-NPOA00111_00-0000000000000000		26941760	
